"","lonlat","Freq","lon","lat"
"986","-90.4974359 38.7881062",1,"-90.4974359","38.7881062"
"987","-90.5405795 41.4674517",1,"-90.5405795","41.4674517"
"988","-90.5775911 41.5198511",1,"-90.5775911","41.5198511"
"989","-90.8529107 38.81144",1,"-90.8529107","38.81144"
"990","-90.9531574 30.5757431",1,"-90.9531574","30.5757431"
"991","-90.9562125 30.4868564",1,"-90.9562125","30.4868564"
"992","-91.075547 39.418126",1,"-91.075547","39.418126"
"993","-91.1403196 30.4582829",6,"-91.1403196","30.4582829"
"994","-91.1564961 30.6485191",1,"-91.1564961","30.6485191"
"995","-91.3855161 36.5797768",1,"-91.3855161","36.5797768"
"996","-91.5195542 30.4913049",1,"-91.5195542","30.4913049"
"997","-91.5301683 41.6611277",1,"-91.5301683","41.6611277"
"998","-91.5487714 40.9716959",1,"-91.5487714","40.9716959"
"999","-91.5523622 32.3014769",1,"-91.5523622","32.3014769"
"1000","-91.6916417 41.3014077",1,"-91.6916417","41.3014077"
"1001","-91.8318334 35.20105",2,"-91.8318334","35.20105"
"1002","-91.8318334 37.9642529",1,"-91.8318334","37.9642529"
"1003","-91.8942335 47.3825813",1,"-91.8942335","47.3825813"
"1004","-91.9206505 44.9028713",1,"-91.9206505","44.9028713"
"1005","-91.957391 38.5080888",1,"-91.957391","38.5080888"
"1006","-91.9623327 30.9842977",2,"-91.9623327","30.9842977"
"1007","-92.0116863 37.408455",1,"-92.0116863","37.408455"
"1008","-92.0556795 29.8832629",1,"-92.0556795","29.8832629"
"1009","-92.4056985 32.7734728",1,"-92.4056985","32.7734728"
"1010","-92.4401869 38.511696",1,"-92.4401869","38.511696"
"1011","-92.4888303 30.5177349",2,"-92.4888303","30.5177349"
"1012","-92.5664305 35.1524783",1,"-92.5664305","35.1524783"
"1013","-92.6293716 44.9005607",1,"-92.6293716","44.9005607"
"1014","-92.8103551 38.1380003",1,"-92.8103551","38.1380003"
"1015","-92.919667 41.400595",1,"-92.919667","41.400595"
"1016","-93.097702 41.8780025",4,"-93.097702","41.8780025"
"1017","-93.2009998 44.9374831",1,"-93.2009998","44.9374831"
"1018","-93.2222846 44.8847554",1,"-93.2222846","44.8847554"
"1019","-93.2650108 44.977753",3,"-93.2650108","44.977753"
"1020","-93.2965809 44.9997064",1,"-93.2965809","44.9997064"
"1021","-93.2986106 44.3139974",1,"-93.2986106","44.3139974"
"1022","-93.3603563 44.8713848",1,"-93.3603563","44.8713848"
"1023","-93.6091064 41.6005448",2,"-93.6091064","41.6005448"
"1024","-93.6319131 42.0307812",1,"-93.6319131","42.0307812"
"1025","-93.7365549 30.0929879",1,"-93.7365549","30.0929879"
"1026","-93.7501789 32.5251516",1,"-93.7501789","32.5251516"
"1027","-93.7574008 30.8485337",1,"-93.7574008","30.8485337"
"1028","-93.8349022 32.6926454",1,"-93.8349022","32.6926454"
"1029","-93.939947 29.8849504",1,"-93.939947","29.8849504"
"1030","-94.0154541 30.1316001",1,"-94.0154541","30.1316001"
"1031","-94.1265562 30.080174",1,"-94.1265562","30.080174"
"1032","-94.2162152 36.3628451",1,"-94.2162152","36.3628451"
"1033","-94.2265117 42.7384177",1,"-94.2265117","42.7384177"
"1034","-94.23452 44.1042015",1,"-94.23452","44.1042015"
"1035","-94.3124116 30.3715975",1,"-94.3124116","30.3715975"
"1036","-94.3952022 31.9037814",1,"-94.3952022","31.9037814"
"1037","-94.4191177 39.2461138",1,"-94.4191177","39.2461138"
"1038","-94.5318982 38.8119527",1,"-94.5318982","38.8119527"
"1039","-94.5493052 38.9237185",1,"-94.5493052","38.9237185"
"1040","-94.5785667 39.0997265",5,"-94.5785667","39.0997265"
"1041","-94.6858998 46.729553",6,"-94.6858998","46.729553"
"1042","-94.70496 37.410884",1,"-94.70496","37.410884"
"1043","-94.7151865 39.0228485",1,"-94.7151865","39.0228485"
"1044","-94.7308248 38.9231911",1,"-94.7308248","38.9231911"
"1045","-94.8701751 41.2724818",1,"-94.8701751","41.2724818"
"1046","-94.8880916 30.0447317",1,"-94.8880916","30.0447317"
"1047","-95.0000769 39.1168531",1,"-95.0000769","39.1168531"
"1048","-95.0924081 39.7888604",1,"-95.0924081","39.7888604"
"1049","-95.1057625 29.3780129",1,"-95.1057625","29.3780129"
"1050","-95.1765978 29.9988306",1,"-95.1765978","29.9988306"
"1051","-95.1902986 30.0575359",1,"-95.1902986","30.0575359"
"1052","-95.3268747 29.6912036",1,"-95.3268747","29.6912036"
"1053","-95.3311652 29.6588431",1,"-95.3311652","29.6588431"
"1054","-95.357994 30.3332654",1,"-95.357994","30.3332654"
"1055","-95.3656107 29.7601082",1,"-95.3656107","29.7601082"
"1056","-95.3698028 29.7604267",40,"-95.3698028","29.7604267"
"1057","-95.408619 29.691297",1,"-95.408619","29.691297"
"1058","-95.4343859 29.0338575",1,"-95.4343859","29.0338575"
"1059","-95.4461714 29.625765",1,"-95.4461714","29.625765"
"1060","-95.4612625 30.1658207",1,"-95.4612625","30.1658207"
"1061","-95.5171646 29.759951",1,"-95.5171646","29.759951"
"1062","-95.546668 30.0628387",1,"-95.546668","30.0628387"
"1063","-95.5691126 29.0444147",1,"-95.5691126","29.0444147"
"1064","-95.6010668 33.1384479",1,"-95.6010668","33.1384479"
"1065","-95.6356734 29.9478567",1,"-95.6356734","29.9478567"
"1066","-95.6375044 29.7545326",1,"-95.6375044","29.7545326"
"1067","-95.712891 37.09024",64,"-95.712891","37.09024"
"1068","-95.99153 36.156883",1,"-95.99153","36.156883"
"1069","-95.992775 36.1539816",3,"-95.992775","36.1539816"
"1070","-96.3324817 32.9751204",1,"-96.3324817","32.9751204"
"1071","-96.3344068 30.627977",2,"-96.3344068","30.627977"
"1072","-96.3699632 30.6743643",2,"-96.3699632","30.6743643"
"1073","-96.5388789 33.0151201",2,"-96.5388789","33.0151201"
"1074","-96.6388833 32.912624",1,"-96.6388833","32.912624"
"1075","-96.6705503 33.1031744",1,"-96.6705503","33.1031744"
"1076","-96.6988856 33.0198431",1,"-96.6988856","33.0198431"
"1077","-96.7028312 33.0205401",1,"-96.7028312","33.0205401"
"1078","-96.7298519 32.9483335",1,"-96.7298519","32.9483335"
"1079","-96.7969879 32.7766642",26,"-96.7969879","32.7766642"
"1080","-96.8042882 32.8083577",1,"-96.8042882","32.8083577"
"1081","-96.8170178 32.7146754",1,"-96.8170178","32.7146754"
"1082","-96.8236116 33.1506744",5,"-96.8236116","33.1506744"
"1083","-96.8485308 32.5636793",1,"-96.8485308","32.5636793"
"1084","-96.8512063 32.8481029",1,"-96.8512063","32.8481029"
"1085","-96.859684 32.791889",1,"-96.859684","32.791889"
"1086","-96.8645856 32.7362591",1,"-96.8645856","32.7362591"
"1087","-96.9101806 19.5437751",1,"-96.9101806","19.5437751"
"1088","-96.936371 30.1827159",1,"-96.936371","30.1827159"
"1089","-96.9375051 33.1626193",1,"-96.9375051","33.1626193"
"1090","-96.9767023 37.6866844",1,"-96.9767023","37.6866844"
"1091","-96.9819507 32.7229096",1,"-96.9819507","32.7229096"
"1092","-97.0150078 32.9545687",1,"-97.0150078","32.9545687"
"1093","-97.0855361 32.9407362",1,"-97.0855361","32.9407362"
"1094","-97.092877 35.0077519",2,"-97.092877","35.0077519"
"1095","-97.1060202 32.940444",1,"-97.1060202","32.940444"
"1096","-97.1080656 32.735687",1,"-97.1080656","32.735687"
"1097","-97.229298 32.9341893",1,"-97.229298","32.9341893"
"1098","-97.2464071 19.5572354",1,"-97.2464071","19.5572354"
"1099","-97.2689212 35.4975625",1,"-97.2689212","35.4975625"
"1100","-97.2988543 32.479775",1,"-97.2988543","32.479775"
"1101","-97.3208492 32.5420821",2,"-97.3208492","32.5420821"
"1102","-97.330053 37.6871761",1,"-97.330053","37.6871761"
"1103","-97.3307658 32.7554883",3,"-97.3307658","32.7554883"
"1104","-97.3470449 37.7305444",1,"-97.3470449","37.7305444"
"1105","-97.396381 27.8005828",1,"-97.396381","27.8005828"
"1106","-97.4091792 31.4440557",1,"-97.4091792","31.4440557"
"1107","-97.4763733 26.0717438",1,"-97.4763733","26.0717438"
"1108","-97.4867028 35.3395079",1,"-97.4867028","35.3395079"
"1109","-97.5027376 25.8690294",1,"-97.5027376","25.8690294"
"1110","-97.5086408 25.9434615",1,"-97.5086408","25.9434615"
"1111","-97.5164276 35.4675602",6,"-97.5164276","35.4675602"
"1112","-97.6322639 35.5186678",1,"-97.6322639","35.5186678"
"1113","-97.6752728 32.751138",1,"-97.6752728","32.751138"
"1114","-97.678896 30.5082551",1,"-97.678896","30.5082551"
"1115","-97.7159505 30.33276",1,"-97.7159505","30.33276"
"1116","-97.7277959 31.1171194",1,"-97.7277959","31.1171194"
"1117","-97.7340567 30.2849185",1,"-97.7340567","30.2849185"
"1118","-97.7430608 30.267153",8,"-97.7430608","30.267153"
"1119","-97.7972544 32.7592955",1,"-97.7972544","32.7592955"
"1120","-97.856109 27.5158689",2,"-97.856109","27.5158689"
"1121","-97.9135355 29.8247201",1,"-97.9135355","29.8247201"
"1122","-97.9413941 29.8832749",1,"-97.9413941","29.8832749"
"1123","-97.9430674 29.8888845",1,"-97.9430674","29.8888845"
"1124","-97.9526035 30.3609069",1,"-97.9526035","30.3609069"
"1125","-98.05195 26.1703525",1,"-98.05195","26.1703525"
"1126","-98.1421662 29.7066704",1,"-98.1421662","29.7066704"
"1127","-98.172755 30.4366854",1,"-98.172755","30.4366854"
"1128","-98.292273 34.7803469",1,"-98.292273","34.7803469"
"1129","-98.2978951 26.0508406",1,"-98.2978951","26.0508406"
"1130","-98.4842465 39.011902",1,"-98.4842465","39.011902"
"1131","-98.4936282 29.4241219",6,"-98.4936282","29.4241219"
"1132","-98.539144 29.5488614",1,"-98.539144","29.5488614"
"1133","-98.6783516 27.3067057",1,"-98.6783516","27.3067057"
"1134","-98.7375911 37.6439071",1,"-98.7375911","37.6439071"
"1135","-99.1260267 19.292736",1,"-99.1260267","19.292736"
"1136","-99.133208 19.4326077",7,"-99.133208","19.4326077"
"1137","-99.1393889 19.5458275",1,"-99.1393889","19.5458275"
"1138","-99.1712821 19.4121597",1,"-99.1712821","19.4121597"
"1139","-99.1905974 19.3723335",1,"-99.1905974","19.3723335"
"1140","-99.2342196 39.4085122",1,"-99.2342196","39.4085122"
"1141","-99.2650804 34.1545306",1,"-99.2650804","34.1545306"
"1142","-99.2650967 39.4380656",2,"-99.2650967","39.4380656"
"1143","-99.2880597 19.3631419",1,"-99.2880597","19.3631419"
"1144","-99.7861679 29.2096836",1,"-99.7861679","29.2096836"
"1145","-99.9018131 31.9685988",26,"-99.9018131","31.9685988"
"1146","-99.9018131 41.4925374",1,"-99.9018131","41.4925374"
"1147","-99.9018131 43.9695148",1,"-99.9018131","43.9695148"
"1148","0.068161 51.655942",1,"0.068161","51.655942"
"1149","0.121817 52.205337",1,"0.121817","52.205337"
"1150","0.5809365 50.8830123",1,"0.5809365","50.8830123"
"1151","0.6200146 41.6175899",1,"0.6200146","41.6175899"
"1152","0.629653 41.617559",1,"0.629653","41.617559"
"1153","0.6673665 51.7659078",1,"0.6673665","51.7659078"
"1154","1.0559289 12.1612846",1,"1.0559289","12.1612846"
"1155","1.261105 45.833619",1,"1.261105","45.833619"
"1156","1.297355 52.6308859",1,"1.297355","52.6308859"
"1157","1.419597 50.04887",1,"1.419597","50.04887"
"1158","1.4821482 39.0200099",1,"1.4821482","39.0200099"
"1159","10.451526 51.165691",1,"10.451526","51.165691"
"1160","100.5017651 13.7563309",1,"100.5017651","13.7563309"
"1161","101.8563081 3.3696727",1,"101.8563081","3.3696727"
"1162","102.2500868 2.189594",1,"102.2500868","2.189594"
"1163","103.4937107 14.882905",1,"103.4937107","14.882905"
"1164","103.7618154 1.4853682",1,"103.7618154","1.4853682"
"1165","104.195397 35.86166",1,"104.195397","35.86166"
"1166","105.318756 61.52401",1,"105.318756","61.52401"
"1167","11.2486208 43.7710513",1,"11.2486208","43.7710513"
"1168","11.5354214 45.5454787",1,"11.5354214","45.5454787"
"1169","11.5819806 48.1351253",1,"11.5819806","48.1351253"
"1170","110.8243272 -7.5754887",1,"110.8243272","-7.5754887"
"1171","113.921327 -0.789275",1,"113.921327","-0.789275"
"1172","116.0648074 5.9690277",1,"116.0648074","5.9690277"
"1173","116.487547 39.9844242",1,"116.487547","39.9844242"
"1174","119.6290617 -4.0096221",1,"119.6290617","-4.0096221"
"1175","119.9856157 16.1505291",1,"119.9856157","16.1505291"
"1176","12.4963655 41.9027835",2,"12.4963655","41.9027835"
"1177","12.56738 41.87194",4,"12.56738","41.87194"
"1178","120.9842195 14.5995124",2,"120.9842195","14.5995124"
"1179","121.774017 12.879721",1,"121.774017","12.879721"
"1180","126.9779692 37.566535",1,"126.9779692","37.566535"
"1181","127.766922 35.907757",1,"127.766922","35.907757"
"1182","13.404954 52.5200066",3,"13.404954","52.5200066"
"1183","13.9848891 48.5063813",1,"13.9848891","48.5063813"
"1184","133.775136 -25.274398",1,"133.775136","-25.274398"
"1185","135.7514114 35.0104252",1,"135.7514114","35.0104252"
"1186","136.2091547 -30.0002315",1,"136.2091547","-30.0002315"
"1187","136.5085883 34.7302829",2,"136.5085883","34.7302829"
"1188","138.252924 36.204824",1,"138.252924","36.204824"
"1189","139.754732 35.655152",2,"139.754732","35.655152"
"1190","14.332644 40.901975",1,"14.332644","40.901975"
"1191","14.442176 45.3270631",1,"14.442176","45.3270631"
"1192","14.550072 47.516231",1,"14.550072","47.516231"
"1193","14.7265875 48.2909348",1,"14.7265875","48.2909348"
"1194","14.9998922 60.7303082",1,"14.9998922","60.7303082"
"1195","144.8261797 -37.7760015",1,"144.8261797","-37.7760015"
"1196","144.963056 -37.813611",1,"144.963056","-37.813611"
"1197","15.2428853 -4.2633597",1,"15.2428853","-4.2633597"
"1198","150.6336091 -33.5356513",1,"150.6336091","-33.5356513"
"1199","150.9753181 -33.7291068",1,"150.9753181","-33.7291068"
"1200","151.2015649 -33.8662283",1,"151.2015649","-33.8662283"
"1201","151.2092955 -33.8688197",1,"151.2092955","-33.8688197"
"1202","151.2144149 -33.8754399",2,"151.2144149","-33.8754399"
"1203","153.0120454 -27.4804984",1,"153.0120454","-27.4804984"
"1204","153.0618796 -26.3984745",1,"153.0618796","-26.3984745"
"1205","153.1932534 -28.6104322",1,"153.1932534","-28.6104322"
"1206","17.7135014 44.2817486",1,"17.7135014","44.2817486"
"1207","174.885971 -40.900557",1,"174.885971","-40.900557"
"1208","175.279253 -37.7870012",1,"175.279253","-37.7870012"
"1209","18.0685808 59.3293235",1,"18.0685808","59.3293235"
"1210","18.4240553 -33.9248685",1,"18.4240553","-33.9248685"
"1211","18.5711994 53.0195187",1,"18.5711994","53.0195187"
"1212","18.643501 60.128161",1,"18.643501","60.128161"
"1213","19.0295714 50.3264314",1,"19.0295714","50.3264314"
"1214","19.145136 51.919438",4,"19.145136","51.919438"
"1215","19.503304 47.162494",1,"19.503304","47.162494"
"1216","19.699024 48.669026",2,"19.699024","48.669026"
"1217","2.1734035 41.3850639",1,"2.1734035","41.3850639"
"1218","2.213749 46.227638",4,"2.213749","46.227638"
"1219","2.3522219 48.856614",6,"2.3522219","48.856614"
"1220","2.381153 48.857993",1,"2.381153","48.857993"
"1221","2.8424806 50.4359501",1,"2.8424806","50.4359501"
"1222","20.4522144 54.7104264",1,"20.4522144","54.7104264"
"1223","20.902977 42.6026359",1,"20.902977","42.6026359"
"1224","21.005859 44.016521",2,"21.005859","44.016521"
"1225","21.2570307 45.7659345",1,"21.2570307","45.7659345"
"1226","21.30299 46.194054",1,"21.30299","46.194054"
"1227","21.734574 38.2466395",1,"21.734574","38.2466395"
"1228","21.824312 39.074208",1,"21.824312","39.074208"
"1229","22.937506 -30.559482",1,"22.937506","-30.559482"
"1230","23.7275388 37.9838096",1,"23.7275388","37.9838096"
"1231","24.7520991 59.4330014",1,"24.7520991","59.4330014"
"1232","24.938379 60.1698557",1,"24.938379","60.1698557"
"1233","24.96676 45.943161",1,"24.96676","45.943161"
"1234","25.3929576 42.6194408",1,"25.3929576","42.6194408"
"1235","25.748151 61.92411",1,"25.748151","61.92411"
"1236","26.4272464 59.2911767",1,"26.4272464","59.2911767"
"1237","27.255854 -25.6544483",1,"27.255854","-25.6544483"
"1238","27.2721457 61.6887271",1,"27.2721457","61.6887271"
"1239","28.2292712 -25.7478676",1,"28.2292712","-25.7478676"
"1240","28.9783589 41.0082376",3,"28.9783589","41.0082376"
"1241","29.1739513 40.9498022",1,"29.1739513","40.9498022"
"1242","3.0175712 39.6952629",1,"3.0175712","39.6952629"
"1243","3.0611177 50.6241808",1,"3.0611177","50.6241808"
"1244","3.2835137 6.4664448",1,"3.2835137","6.4664448"
"1245","3.3792057 6.5243793",2,"3.3792057","6.5243793"
"1246","3.5104537 6.6194131",1,"3.5104537","6.6194131"
"1247","3.9203198 6.8137971",1,"3.9203198","6.8137971"
"1248","31.0218404 -29.8586804",1,"31.0218404","-29.8586804"
"1249","31.03351 -17.8251657",1,"31.03351","-17.8251657"
"1250","31.03351 30.8753556",1,"31.03351","30.8753556"
"1251","31.2357116 30.0444196",1,"31.2357116","30.0444196"
"1252","32.966667 13.933333",1,"32.966667","13.933333"
"1253","33.3598366 35.1338417",1,"33.3598366","35.1338417"
"1254","33.429859 35.126413",1,"33.429859","35.126413"
"1255","35.233154 31.952162",2,"35.233154","31.952162"
"1256","35.243322 38.963745",1,"35.243322","38.963745"
"1257","35.862285 33.854721",1,"35.862285","33.854721"
"1258","36.080026 -0.3030988",1,"36.080026","-0.3030988"
"1259","36.8219462 -1.2920659",2,"36.8219462","-1.2920659"
"1260","39.2083284 -6.792354",1,"39.2083284","-6.792354"
"1261","4.3494366 51.9120668",1,"4.3494366","51.9120668"
"1262","4.469936 50.503887",2,"4.469936","50.503887"
"1263","4.4777325 51.9244201",1,"4.4777325","51.9244201"
"1264","4.4970097 52.1601144",1,"4.4970097","52.1601144"
"1265","4.608622 49.749133",1,"4.608622","49.749133"
"1266","4.8091029 52.6930156",1,"4.8091029","52.6930156"
"1267","4.835659 45.764043",1,"4.835659","45.764043"
"1268","4.8951679 52.3702157",2,"4.8951679","52.3702157"
"1269","44.219722 15.479167",1,"44.219722","15.479167"
"1270","45.038189 40.069099",1,"45.038189","40.069099"
"1271","46.6752957 24.7135517",1,"46.6752957","24.7135517"
"1272","49.0660806 55.8304307",1,"49.0660806","55.8304307"
"1273","51.3889736 35.6891975",1,"51.3889736","35.6891975"
"1274","51.5310398 25.2854473",1,"51.5310398","25.2854473"
"1275","53.688046 32.427908",1,"53.688046","32.427908"
"1276","54.3773438 24.453884",1,"54.3773438","24.453884"
"1277","55.166667 25.216667",1,"55.166667","25.216667"
"1278","55.2707828 25.2048493",3,"55.2707828","25.2048493"
"1279","6.0838868 50.7753455",1,"6.0838868","50.7753455"
"1280","6.1193157 49.6091904",1,"6.1193157","49.6091904"
"1281","60.3414529 41.3895075",1,"60.3414529","41.3895075"
"1282","62.4504154 36.9481623",1,"62.4504154","36.9481623"
"1283","7.0115552 51.4556432",1,"7.0115552","51.4556432"
"1284","7.0498442 4.815554",1,"7.0498442","4.815554"
"1285","7.2138801 43.6669859",1,"7.2138801","43.6669859"
"1286","7.4165053 10.5104642",1,"7.4165053","10.5104642"
"1287","7.4474468 46.9479739",1,"7.4474468","46.9479739"
"1288","7.6868565 45.070312",1,"7.6868565","45.070312"
"1289","72.7980048 21.1956915",3,"72.7980048","21.1956915"
"1290","72.830582 18.9204555",1,"72.830582","18.9204555"
"1291","72.8776559 19.0759837",2,"72.8776559","19.0759837"
"1292","73.0931461 33.7293882",1,"73.0931461","33.7293882"
"1293","73.712479 24.585445",1,"73.712479","24.585445"
"1294","73.8567437 18.5204303",1,"73.8567437","18.5204303"
"1295","74.837876 32.72951",1,"74.837876","32.72951"
"1296","76.864378 30.693291",1,"76.864378","30.693291"
"1297","77.0330481 26.7454967",1,"77.0330481","26.7454967"
"1298","77.2090212 28.6139391",1,"77.2090212","28.6139391"
"1299","77.3018829 28.5891405",1,"77.3018829","28.5891405"
"1300","77.5928353 13.1021823",1,"77.5928353","13.1021823"
"1301","77.5945627 12.9715987",1,"77.5945627","12.9715987"
"1302","77.8252923 12.7409127",1,"77.8252923","12.7409127"
"1303","78.471002 17.4436085",1,"78.471002","17.4436085"
"1304","78.486671 17.385044",1,"78.486671","17.385044"
"1305","78.96288 20.593684",3,"78.96288","20.593684"
"1306","8.227512 46.818188",2,"8.227512","46.818188"
"1307","8.468946 60.472024",2,"8.468946","60.472024"
"1308","8.541694 47.3768866",2,"8.541694","47.3768866"
"1309","8.675277 9.081999",1,"8.675277","9.081999"
"1310","80.3318736 26.449923",1,"80.3318736","26.449923"
"1311","80.6480153 16.5061743",1,"80.6480153","16.5061743"
"1312","86.2028754 22.8045665",1,"86.2028754","22.8045665"
"1313","9.1248162 52.8453301",1,"9.1248162","52.8453301"
"1314","9.1859243 45.4654219",1,"9.1859243","45.4654219"
"1315","9.385729 45.9382941",1,"9.385729","45.9382941"
"1316","90.4125181 23.810332",1,"90.4125181","23.810332"
"1317","92.9375739 26.2006043",1,"92.9375739","26.2006043"
"1318","93.712433 27.966",1,"93.712433","27.966"
"1319","99.1966559 61.0137097",1,"99.1966559","61.0137097"
